review;original score;predicted score;distance
https://stepik.org/review/reviews/1172794;8;13,88;5,88
https://stepik.org/review/reviews/1213790;8;13,85;5,85
https://stepik.org/review/reviews/1243055;8;13,82;5,82
https://stepik.org/review/reviews/1275325;7;12,78;5,78
https://stepik.org/review/reviews/1289583;8;13,27;5,27
https://stepik.org/review/reviews/1180339;9;13,99;4,99
https://stepik.org/review/reviews/1213256;9;13,95;4,95
https://stepik.org/review/reviews/1208101;9;13,94;4,94
https://stepik.org/review/reviews/1218750;9;13,94;4,94
https://stepik.org/review/reviews/1184913;9;13,94;4,94
https://stepik.org/review/reviews/1220083;9;13,94;4,94
https://stepik.org/review/reviews/1220146;9;13,91;4,91
https://stepik.org/review/reviews/1242442;9;13,89;4,89
https://stepik.org/review/reviews/1208625;9;13,89;4,89
https://stepik.org/review/reviews/1232863;9;13,83;4,83
https://stepik.org/review/reviews/1256035;9;13,82;4,82
https://stepik.org/review/reviews/1209346;9;13,76;4,76
https://stepik.org/review/reviews/1190569;0;4,38;4,38
https://stepik.org/review/reviews/1191553;0;4,38;4,38
https://stepik.org/review/reviews/1191707;0;4,38;4,38
https://stepik.org/review/reviews/1190575;8;12,09;4,09
https://stepik.org/review/reviews/1211406;10;14;4
https://stepik.org/review/reviews/1183064;10;13,99;3,99
https://stepik.org/review/reviews/1198513;10;13,99;3,99
https://stepik.org/review/reviews/1161827;0;3,99;3,99
https://stepik.org/review/reviews/1198475;10;13,99;3,99
https://stepik.org/review/reviews/1183842;10;13,98;3,98
https://stepik.org/review/reviews/1183977;10;13,98;3,98
https://stepik.org/review/reviews/1219802;10;13,97;3,97
https://stepik.org/review/reviews/1253441;10;13,97;3,97
https://stepik.org/review/reviews/1222282;10;13,97;3,97
https://stepik.org/review/reviews/1233908;10;13,97;3,97
https://stepik.org/review/reviews/1231924;10;13,97;3,97
https://stepik.org/review/reviews/1206722;10;13,96;3,96
https://stepik.org/review/reviews/1256059;10;13,95;3,95
https://stepik.org/review/reviews/1161516;10;13,95;3,95
https://stepik.org/review/reviews/1207833;10;13,95;3,95
https://stepik.org/review/reviews/1166475;10;13,94;3,94
https://stepik.org/review/reviews/1256069;10;13,94;3,94
https://stepik.org/review/reviews/1236297;10;13,93;3,93
https://stepik.org/review/reviews/1173058;10;13,92;3,92
https://stepik.org/review/reviews/1213253;10;13,92;3,92
https://stepik.org/review/reviews/1205448;10;13,92;3,92
https://stepik.org/review/reviews/1251189;10;13,92;3,92
https://stepik.org/review/reviews/1205300;10;13,92;3,92
https://stepik.org/review/reviews/1254345;10;13,91;3,91
https://stepik.org/review/reviews/1197656;10;13,9;3,9
https://stepik.org/review/reviews/1211577;10;13,89;3,89
https://stepik.org/review/reviews/1208124;10;13,89;3,89
https://stepik.org/review/reviews/1207229;10;13,89;3,89
https://stepik.org/review/reviews/1218080;10;13,74;3,74
https://stepik.org/review/reviews/1233928;10;13,54;3,54
https://stepik.org/review/reviews/1191561;9;12,09;3,09
https://stepik.org/review/reviews/1210757;11;13,99;2,99
https://stepik.org/review/reviews/1231930;11;13,99;2,99
https://stepik.org/review/reviews/1253421;11;13,98;2,98
https://stepik.org/review/reviews/1179123;11;13,98;2,98
https://stepik.org/review/reviews/1214332;11;13,98;2,98
https://stepik.org/review/reviews/1207802;11;13,97;2,97
https://stepik.org/review/reviews/1218990;11;13,97;2,97
https://stepik.org/review/reviews/1222513;11;13,97;2,97
https://stepik.org/review/reviews/1220577;11;13,97;2,97
https://stepik.org/review/reviews/1207261;11;13,95;2,95
https://stepik.org/review/reviews/1207829;11;13,95;2,95
https://stepik.org/review/reviews/1231893;11;13,95;2,95
https://stepik.org/review/reviews/1257831;11;13,95;2,95
https://stepik.org/review/reviews/1233959;11;13,95;2,95
https://stepik.org/review/reviews/1217397;11;13,95;2,95
https://stepik.org/review/reviews/1202369;11;13,95;2,95
https://stepik.org/review/reviews/1211484;11;13,95;2,95
https://stepik.org/review/reviews/1211596;11;13,94;2,94
https://stepik.org/review/reviews/1198499;11;13,94;2,94
https://stepik.org/review/reviews/1252087;11;13,94;2,94
https://stepik.org/review/reviews/1232860;11;13,94;2,94
https://stepik.org/review/reviews/1222487;11;13,94;2,94
https://stepik.org/review/reviews/1236608;11;13,93;2,93
https://stepik.org/review/reviews/1263575;11;13,93;2,93
https://stepik.org/review/reviews/1190361;11;13,93;2,93
https://stepik.org/review/reviews/1182208;11;13,93;2,93
https://stepik.org/review/reviews/1227779;11;13,93;2,93
https://stepik.org/review/reviews/1233936;11;13,93;2,93
https://stepik.org/review/reviews/1242491;11;13,92;2,92
https://stepik.org/review/reviews/1204040;11;13,92;2,92
https://stepik.org/review/reviews/1233946;11;13,91;2,91
https://stepik.org/review/reviews/1211102;11;13,91;2,91
https://stepik.org/review/reviews/1234626;11;13,91;2,91
https://stepik.org/review/reviews/1201867;11;13,91;2,91
https://stepik.org/review/reviews/1217388;11;13,9;2,9
https://stepik.org/review/reviews/1208706;11;13,9;2,9
https://stepik.org/review/reviews/1220169;11;13,89;2,89
https://stepik.org/review/reviews/1184378;11;13,89;2,89
https://stepik.org/review/reviews/1227660;11;13,88;2,88
https://stepik.org/review/reviews/1263451;11;13,88;2,88
https://stepik.org/review/reviews/1170567;11;13,88;2,88
https://stepik.org/review/reviews/1187017;11;13,88;2,88
https://stepik.org/review/reviews/1211173;11;13,87;2,87
https://stepik.org/review/reviews/1209796;11;13,87;2,87
https://stepik.org/review/reviews/1209666;11;13,86;2,86
https://stepik.org/review/reviews/1256493;11;13,86;2,86
https://stepik.org/review/reviews/1217405;11;13,85;2,85
https://stepik.org/review/reviews/1234603;11;13,83;2,83
https://stepik.org/review/reviews/1218752;11;13,83;2,83
https://stepik.org/review/reviews/1179132;11;13,83;2,83
https://stepik.org/review/reviews/1215043;11;13,83;2,83
https://stepik.org/review/reviews/1170505;11;13,82;2,82
https://stepik.org/review/reviews/1213651;11;13,8;2,8
https://stepik.org/review/reviews/1208938;11;13,78;2,78
https://stepik.org/review/reviews/1209244;11;13,76;2,76
https://stepik.org/review/reviews/1257792;11;13,76;2,76
https://stepik.org/review/reviews/1205454;11;13,75;2,75
https://stepik.org/review/reviews/1241279;11;13,69;2,69
https://stepik.org/review/reviews/1208751;11;13,5;2,5
https://stepik.org/review/reviews/1209340;14;11,67;2,33
https://stepik.org/review/reviews/1211372;12;14;2
https://stepik.org/review/reviews/1202387;12;14;2
https://stepik.org/review/reviews/1175644;12;14;2
https://stepik.org/review/reviews/1211430;12;13,99;1,99
https://stepik.org/review/reviews/1188034;12;13,99;1,99
https://stepik.org/review/reviews/1249815;12;13,99;1,99
https://stepik.org/review/reviews/1196527;12;13,99;1,99
https://stepik.org/review/reviews/1255629;12;13,98;1,98
https://stepik.org/review/reviews/1220048;12;13,98;1,98
https://stepik.org/review/reviews/1188041;12;13,98;1,98
https://stepik.org/review/reviews/1201843;12;13,98;1,98
https://stepik.org/review/reviews/1175694;12;13,98;1,98
https://stepik.org/review/reviews/1202423;12;13,98;1,98
https://stepik.org/review/reviews/1211034;12;13,98;1,98
https://stepik.org/review/reviews/1216528;12;13,98;1,98
https://stepik.org/review/reviews/1215993;12;13,98;1,98
https://stepik.org/review/reviews/1176972;12;13,98;1,98
https://stepik.org/review/reviews/1177263;12;13,98;1,98
https://stepik.org/review/reviews/1211408;12;13,98;1,98
https://stepik.org/review/reviews/1184353;12;13,98;1,98
https://stepik.org/review/reviews/1206713;12;13,97;1,97
https://stepik.org/review/reviews/1184470;12;13,97;1,97
https://stepik.org/review/reviews/1201447;12;13,97;1,97
https://stepik.org/review/reviews/1205108;12;13,96;1,96
https://stepik.org/review/reviews/1253449;12;13,96;1,96
https://stepik.org/review/reviews/1207810;12;13,96;1,96
https://stepik.org/review/reviews/1236586;12;13,96;1,96
https://stepik.org/review/reviews/1205303;12;13,95;1,95
https://stepik.org/review/reviews/1205289;12;13,95;1,95
https://stepik.org/review/reviews/1166473;12;13,95;1,95
https://stepik.org/review/reviews/1201892;12;13,95;1,95
https://stepik.org/review/reviews/1250051;12;13,95;1,95
https://stepik.org/review/reviews/1252225;12;13,95;1,95
https://stepik.org/review/reviews/1211474;12;13,94;1,94
https://stepik.org/review/reviews/1250434;12;13,94;1,94
https://stepik.org/review/reviews/1226315;12;13,94;1,94
https://stepik.org/review/reviews/1234578;12;13,94;1,94
https://stepik.org/review/reviews/1221291;12;13,94;1,94
https://stepik.org/review/reviews/1170194;12;13,94;1,94
https://stepik.org/review/reviews/1217135;12;13,94;1,94
https://stepik.org/review/reviews/1256489;12;13,94;1,94
https://stepik.org/review/reviews/1250073;12;13,94;1,94
https://stepik.org/review/reviews/1184375;12;13,94;1,94
https://stepik.org/review/reviews/1221279;12;13,94;1,94
https://stepik.org/review/reviews/1237619;12;13,94;1,94
https://stepik.org/review/reviews/1190146;12;13,93;1,93
https://stepik.org/review/reviews/1250432;12;13,93;1,93
https://stepik.org/review/reviews/1217123;12;13,93;1,93
https://stepik.org/review/reviews/1210825;12;13,93;1,93
https://stepik.org/review/reviews/1199513;12;13,93;1,93
https://stepik.org/review/reviews/1183993;12;13,93;1,93
https://stepik.org/review/reviews/1182599;12;13,93;1,93
https://stepik.org/review/reviews/1209417;12;13,93;1,93
https://stepik.org/review/reviews/1247866;12;13,93;1,93
https://stepik.org/review/reviews/1190159;12;13,93;1,93
https://stepik.org/review/reviews/1217363;12;13,93;1,93
https://stepik.org/review/reviews/1184562;12;13,93;1,93
https://stepik.org/review/reviews/1213682;12;13,93;1,93
https://stepik.org/review/reviews/1191678;12;13,93;1,93
https://stepik.org/review/reviews/1208627;12;13,92;1,92
https://stepik.org/review/reviews/1210808;12;13,92;1,92
https://stepik.org/review/reviews/1182099;12;13,92;1,92
https://stepik.org/review/reviews/1254554;12;13,92;1,92
https://stepik.org/review/reviews/1218999;12;13,92;1,92
https://stepik.org/review/reviews/1236285;12;13,92;1,92
https://stepik.org/review/reviews/1222206;12;13,91;1,91
https://stepik.org/review/reviews/1206949;14;12,09;1,91
https://stepik.org/review/reviews/1221808;12;13,9;1,9
https://stepik.org/review/reviews/1208679;12;13,9;1,9
https://stepik.org/review/reviews/1186608;12;13,9;1,9
https://stepik.org/review/reviews/1211346;12;13,89;1,89
https://stepik.org/review/reviews/1212271;12;13,89;1,89
https://stepik.org/review/reviews/1208134;12;13,89;1,89
https://stepik.org/review/reviews/1217146;12;13,89;1,89
https://stepik.org/review/reviews/1219684;12;13,89;1,89
https://stepik.org/review/reviews/1236288;12;13,88;1,88
https://stepik.org/review/reviews/1223117;12;13,88;1,88
https://stepik.org/review/reviews/1208863;12;13,88;1,88
https://stepik.org/review/reviews/1186724;12;13,88;1,88
https://stepik.org/review/reviews/1261907;12;13,87;1,87
https://stepik.org/review/reviews/1242202;12;13,84;1,84
https://stepik.org/review/reviews/1211127;12;13,84;1,84
https://stepik.org/review/reviews/1249111;12;13,83;1,83
https://stepik.org/review/reviews/1217381;12;13,82;1,82
https://stepik.org/review/reviews/1199116;12;13,81;1,81
https://stepik.org/review/reviews/1170533;12;13,79;1,79
https://stepik.org/review/reviews/1199284;12;13,77;1,77
https://stepik.org/review/reviews/1203977;12;13,73;1,73
https://stepik.org/review/reviews/1216908;12;13,7;1,7
https://stepik.org/review/reviews/1199051;12;13,69;1,69
https://stepik.org/review/reviews/1208758;12;13,5;1,5
https://stepik.org/review/reviews/1275678;14;12,64;1,36
https://stepik.org/review/reviews/1274587;14;12,78;1,22
https://stepik.org/review/reviews/1196603;13;14;1
https://stepik.org/review/reviews/1217673;13;14;1
https://stepik.org/review/reviews/1203312;13;14;1
https://stepik.org/review/reviews/1173002;13;14;1
https://stepik.org/review/reviews/1180700;13;13,99;0,99
https://stepik.org/review/reviews/1163123;13;13,99;0,99
https://stepik.org/review/reviews/1210819;13;13,99;0,99
https://stepik.org/review/reviews/1258422;13;13,99;0,99
https://stepik.org/review/reviews/1216102;13;13,99;0,99
https://stepik.org/review/reviews/1247682;13;13,99;0,99
https://stepik.org/review/reviews/1209367;13;13,99;0,99
https://stepik.org/review/reviews/1219007;13;13,99;0,99
https://stepik.org/review/reviews/1217597;13;13,99;0,99
https://stepik.org/review/reviews/1201850;13;13,98;0,98
https://stepik.org/review/reviews/1201873;13;13,98;0,98
https://stepik.org/review/reviews/1261783;13;13,98;0,98
https://stepik.org/review/reviews/1184229;13;13,98;0,98
https://stepik.org/review/reviews/1256275;13;13,98;0,98
https://stepik.org/review/reviews/1254628;13;13,98;0,98
https://stepik.org/review/reviews/1254854;13;13,98;0,98
https://stepik.org/review/reviews/1247115;13;13,98;0,98
https://stepik.org/review/reviews/1207972;13;13,97;0,97
https://stepik.org/review/reviews/1184563;13;13,97;0,97
https://stepik.org/review/reviews/1209753;13;13,97;0,97
https://stepik.org/review/reviews/1220575;13;13,97;0,97
https://stepik.org/review/reviews/1197540;13;13,97;0,97
https://stepik.org/review/reviews/1249136;13;13,97;0,97
https://stepik.org/review/reviews/1208165;13;13,96;0,96
https://stepik.org/review/reviews/1186401;13;13,96;0,96
https://stepik.org/review/reviews/1249783;13;13,95;0,95
https://stepik.org/review/reviews/1263446;13;13,95;0,95
https://stepik.org/review/reviews/1253512;13;13,95;0,95
https://stepik.org/review/reviews/1252473;13;13,95;0,95
https://stepik.org/review/reviews/1188174;13;13,95;0,95
https://stepik.org/review/reviews/1191921;13;13,95;0,95
https://stepik.org/review/reviews/1202692;13;13,95;0,95
https://stepik.org/review/reviews/1185213;13;13,94;0,94
https://stepik.org/review/reviews/1262963;13;13,94;0,94
https://stepik.org/review/reviews/1208115;13;13,94;0,94
https://stepik.org/review/reviews/1199162;13;13,94;0,94
https://stepik.org/review/reviews/1213250;13;13,94;0,94
https://stepik.org/review/reviews/1252259;13;13,94;0,94
https://stepik.org/review/reviews/1224797;13;13,94;0,94
https://stepik.org/review/reviews/1214064;13;13,94;0,94
https://stepik.org/review/reviews/1209679;13;13,94;0,94
https://stepik.org/review/reviews/1217885;13;13,94;0,94
https://stepik.org/review/reviews/1256480;13;13,94;0,94
https://stepik.org/review/reviews/1208845;13;13,94;0,94
https://stepik.org/review/reviews/1209122;13;13,94;0,94
https://stepik.org/review/reviews/1184515;13;13,94;0,94
https://stepik.org/review/reviews/1249826;13;13,94;0,94
https://stepik.org/review/reviews/1213408;13;13,94;0,94
https://stepik.org/review/reviews/1222405;13;13,94;0,94
https://stepik.org/review/reviews/1166474;13;13,93;0,93
https://stepik.org/review/reviews/1183129;13;13,93;0,93
https://stepik.org/review/reviews/1249616;13;13,93;0,93
https://stepik.org/review/reviews/1249605;13;13,93;0,93
https://stepik.org/review/reviews/1231760;13;13,93;0,93
https://stepik.org/review/reviews/1274578;13;13,93;0,93
https://stepik.org/review/reviews/1267581;13;13,93;0,93
https://stepik.org/review/reviews/1208749;13;13,92;0,92
https://stepik.org/review/reviews/1181645;13;13,92;0,92
https://stepik.org/review/reviews/1226316;13;13,92;0,92
https://stepik.org/review/reviews/1247676;13;13,92;0,92
https://stepik.org/review/reviews/1241289;13;13,92;0,92
https://stepik.org/review/reviews/1241936;13;13,92;0,92
https://stepik.org/review/reviews/1184937;13;13,92;0,92
https://stepik.org/review/reviews/1226311;13;13,91;0,91
https://stepik.org/review/reviews/1231802;13;13,91;0,91
https://stepik.org/review/reviews/1208662;13;13,91;0,91
https://stepik.org/review/reviews/1222407;13;13,89;0,89
https://stepik.org/review/reviews/1241937;13;13,88;0,88
https://stepik.org/review/reviews/1242185;13;13,88;0,88
https://stepik.org/review/reviews/1208888;13;13,88;0,88
https://stepik.org/review/reviews/1213673;13;13,88;0,88
https://stepik.org/review/reviews/1208645;13;13,87;0,87
https://stepik.org/review/reviews/1208150;13;13,86;0,86
https://stepik.org/review/reviews/1261870;13;13,86;0,86
https://stepik.org/review/reviews/1228058;13;13,85;0,85
https://stepik.org/review/reviews/1271479;13;13,84;0,84
https://stepik.org/review/reviews/1188281;13;13,84;0,84
https://stepik.org/review/reviews/1243045;13;13,84;0,84
https://stepik.org/review/reviews/1159121;13;13,84;0,84
https://stepik.org/review/reviews/1220110;13;13,83;0,83
https://stepik.org/review/reviews/1170686;13;13,83;0,83
https://stepik.org/review/reviews/1201809;13;13,83;0,83
https://stepik.org/review/reviews/1249798;13;13,83;0,83
https://stepik.org/review/reviews/1170017;13;13,82;0,82
https://stepik.org/review/reviews/1254551;13;13,82;0,82
https://stepik.org/review/reviews/1199463;13;13,81;0,81
https://stepik.org/review/reviews/1172749;13;13,79;0,79
https://stepik.org/review/reviews/1184528;13;13,79;0,79
https://stepik.org/review/reviews/1200977;13;13,77;0,77
https://stepik.org/review/reviews/1206676;13;13,75;0,75
https://stepik.org/review/reviews/1205602;13;13,75;0,75
https://stepik.org/review/reviews/1208355;13;13,75;0,75
https://stepik.org/review/reviews/1218738;13;13,74;0,74
https://stepik.org/review/reviews/1203967;13;13,73;0,73
https://stepik.org/review/reviews/1272744;14;13,27;0,73
https://stepik.org/review/reviews/1217273;13;13,7;0,7
https://stepik.org/review/reviews/1241358;13;13,69;0,69
https://stepik.org/review/reviews/1208959;14;13,32;0,68
https://stepik.org/review/reviews/1209118;14;13,32;0,68
https://stepik.org/review/reviews/1209480;14;13,32;0,68
https://stepik.org/review/reviews/1208923;11;11,67;0,67
https://stepik.org/review/reviews/1227738;14;13,44;0,56
https://stepik.org/review/reviews/1221654;14;13,44;0,56
https://stepik.org/review/reviews/1222227;14;13,44;0,56
https://stepik.org/review/reviews/1208729;13;13,5;0,5
https://stepik.org/review/reviews/1208739;14;13,5;0,5
https://stepik.org/review/reviews/1233922;14;13,54;0,46
https://stepik.org/review/reviews/1238728;14;13,54;0,46
https://stepik.org/review/reviews/1186226;14;13,58;0,42
https://stepik.org/review/reviews/1186230;14;13,58;0,42
https://stepik.org/review/reviews/1186328;14;13,58;0,42
https://stepik.org/review/reviews/1184583;14;13,64;0,36
https://stepik.org/review/reviews/1183005;14;13,64;0,36
https://stepik.org/review/reviews/1224850;14;13,69;0,31
https://stepik.org/review/reviews/1227818;14;13,69;0,31
https://stepik.org/review/reviews/1222498;14;13,69;0,31
https://stepik.org/review/reviews/1198629;14;13,69;0,31
https://stepik.org/review/reviews/1198752;14;13,69;0,31
https://stepik.org/review/reviews/1242334;14;13,69;0,31
https://stepik.org/review/reviews/1268119;14;13,7;0,3
https://stepik.org/review/reviews/1266852;14;13,7;0,3
https://stepik.org/review/reviews/1216636;14;13,7;0,3
https://stepik.org/review/reviews/1203867;14;13,73;0,27
https://stepik.org/review/reviews/1217080;14;13,74;0,26
https://stepik.org/review/reviews/1216577;14;13,74;0,26
https://stepik.org/review/reviews/1216605;14;13,74;0,26
https://stepik.org/review/reviews/1216781;14;13,74;0,26
https://stepik.org/review/reviews/1208372;14;13,75;0,25
https://stepik.org/review/reviews/1208314;14;13,75;0,25
https://stepik.org/review/reviews/1205457;14;13,75;0,25
https://stepik.org/review/reviews/1205740;14;13,75;0,25
https://stepik.org/review/reviews/1205743;14;13,75;0,25
https://stepik.org/review/reviews/1206032;14;13,75;0,25
https://stepik.org/review/reviews/1257788;14;13,76;0,24
https://stepik.org/review/reviews/1257977;14;13,76;0,24
https://stepik.org/review/reviews/1208462;14;13,76;0,24
https://stepik.org/review/reviews/1208587;14;13,76;0,24
https://stepik.org/review/reviews/1208918;14;13,76;0,24
https://stepik.org/review/reviews/1208873;14;13,76;0,24
https://stepik.org/review/reviews/1208883;14;13,76;0,24
https://stepik.org/review/reviews/1209206;14;13,76;0,24
https://stepik.org/review/reviews/1209012;14;13,78;0,22
https://stepik.org/review/reviews/1209484;14;13,78;0,22
https://stepik.org/review/reviews/1186054;14;13,79;0,21
https://stepik.org/review/reviews/1186210;14;13,79;0,21
https://stepik.org/review/reviews/1186211;14;13,79;0,21
https://stepik.org/review/reviews/1272705;14;13,79;0,21
https://stepik.org/review/reviews/1269521;14;13,79;0,21
https://stepik.org/review/reviews/1172584;14;13,79;0,21
https://stepik.org/review/reviews/1234143;14;13,8;0,2
https://stepik.org/review/reviews/1213117;14;13,8;0,2
https://stepik.org/review/reviews/1212304;14;13,8;0,2
https://stepik.org/review/reviews/1198342;14;13,81;0,19
https://stepik.org/review/reviews/1254635;14;13,81;0,19
https://stepik.org/review/reviews/1254802;14;13,81;0,19
https://stepik.org/review/reviews/1243306;14;13,82;0,18
https://stepik.org/review/reviews/1243513;14;13,82;0,18
https://stepik.org/review/reviews/1247654;14;13,82;0,18
https://stepik.org/review/reviews/1248031;14;13,82;0,18
https://stepik.org/review/reviews/1246066;14;13,82;0,18
https://stepik.org/review/reviews/1195525;14;13,82;0,18
https://stepik.org/review/reviews/1195813;14;13,82;0,18
https://stepik.org/review/reviews/1189885;14;13,82;0,18
https://stepik.org/review/reviews/1254322;14;13,82;0,18
https://stepik.org/review/reviews/1217285;14;13,82;0,18
https://stepik.org/review/reviews/1217493;14;13,82;0,18
https://stepik.org/review/reviews/1169799;14;13,82;0,18
https://stepik.org/review/reviews/1203910;14;13,82;0,18
https://stepik.org/review/reviews/1203996;14;13,82;0,18
https://stepik.org/review/reviews/1204008;14;13,82;0,18
https://stepik.org/review/reviews/1201979;14;13,82;0,18
https://stepik.org/review/reviews/1214879;14;13,83;0,17
https://stepik.org/review/reviews/1216263;14;13,83;0,17
https://stepik.org/review/reviews/1186347;14;13,83;0,17
https://stepik.org/review/reviews/1186535;14;13,83;0,17
https://stepik.org/review/reviews/1186645;14;13,83;0,17
https://stepik.org/review/reviews/1200885;14;13,83;0,17
https://stepik.org/review/reviews/1201044;14;13,83;0,17
https://stepik.org/review/reviews/1201615;14;13,83;0,17
https://stepik.org/review/reviews/1218764;14;13,83;0,17
https://stepik.org/review/reviews/1255497;14;13,83;0,17
https://stepik.org/review/reviews/1256150;14;13,83;0,17
https://stepik.org/review/reviews/1256229;14;13,83;0,17
https://stepik.org/review/reviews/1234138;14;13,83;0,17
https://stepik.org/review/reviews/1211311;14;13,84;0,16
https://stepik.org/review/reviews/1209969;14;13,84;0,16
https://stepik.org/review/reviews/1161431;14;13,84;0,16
https://stepik.org/review/reviews/1161677;14;13,84;0,16
https://stepik.org/review/reviews/1241983;14;13,84;0,16
https://stepik.org/review/reviews/1209810;14;13,84;0,16
https://stepik.org/review/reviews/1209897;14;13,84;0,16
https://stepik.org/review/reviews/1209911;14;13,84;0,16
https://stepik.org/review/reviews/1208444;14;13,84;0,16
https://stepik.org/review/reviews/1208456;14;13,84;0,16
https://stepik.org/review/reviews/1208570;14;13,84;0,16
https://stepik.org/review/reviews/1188177;14;13,84;0,16
https://stepik.org/review/reviews/1188312;14;13,84;0,16
https://stepik.org/review/reviews/1266206;14;13,84;0,16
https://stepik.org/review/reviews/1266865;14;13,84;0,16
https://stepik.org/review/reviews/1271465;14;13,84;0,16
https://stepik.org/review/reviews/1266211;14;13,84;0,16
https://stepik.org/review/reviews/1266878;14;13,84;0,16
https://stepik.org/review/reviews/1213803;14;13,85;0,15
https://stepik.org/review/reviews/1213839;14;13,85;0,15
https://stepik.org/review/reviews/1217234;14;13,85;0,15
https://stepik.org/review/reviews/1217975;14;13,85;0,15
https://stepik.org/review/reviews/1231405;14;13,85;0,15
https://stepik.org/review/reviews/1232848;14;13,85;0,15
https://stepik.org/review/reviews/1258269;14;13,86;0,14
https://stepik.org/review/reviews/1208392;14;13,86;0,14
https://stepik.org/review/reviews/1207674;14;13,86;0,14
https://stepik.org/review/reviews/1209489;14;13,86;0,14
https://stepik.org/review/reviews/1209682;14;13,86;0,14
https://stepik.org/review/reviews/1216546;14;13,86;0,14
https://stepik.org/review/reviews/1214059;14;13,86;0,14
https://stepik.org/review/reviews/1216434;14;13,86;0,14
https://stepik.org/review/reviews/1255488;14;13,87;0,13
https://stepik.org/review/reviews/1254740;14;13,87;0,13
https://stepik.org/review/reviews/1255007;14;13,87;0,13
https://stepik.org/review/reviews/1209751;14;13,87;0,13
https://stepik.org/review/reviews/1209920;14;13,87;0,13
https://stepik.org/review/reviews/1211295;14;13,87;0,13
https://stepik.org/review/reviews/1208655;14;13,87;0,13
https://stepik.org/review/reviews/1208521;14;13,87;0,13
https://stepik.org/review/reviews/1245388;14;13,87;0,13
https://stepik.org/review/reviews/1247643;14;13,87;0,13
